"Brnd_Name","Gnrc_Name","Tot_Mftr","Mftr_Name","Tot_Spndng_2019","Tot_Dsg_Unts_2019","Tot_Clms_2019","Avg_Spnd_Per_Dsg_Unt_Wghtd_2019","Avg_Spnd_Per_Clm_2019","Outlier_Flag_2019","Tot_Spndng_2020","Tot_Dsg_Unts_2020","Tot_Clms_2020","Avg_Spnd_Per_Dsg_Unt_Wghtd_2020","Avg_Spnd_Per_Clm_2020","Outlier_Flag_2020","Tot_Spndng_2021","Tot_Dsg_Unts_2021","Tot_Clms_2021","Avg_Spnd_Per_Dsg_Unt_Wghtd_2021","Avg_Spnd_Per_Clm_2021","Outlier_Flag_2021","Tot_Spndng_2022","Tot_Dsg_Unts_2022","Tot_Clms_2022","Avg_Spnd_Per_Dsg_Unt_Wghtd_2022","Avg_Spnd_Per_Clm_2022","Outlier_Flag_2022","Tot_Spndng_2023","Tot_Dsg_Unts_2023","Tot_Clms_2023","Avg_Spnd_Per_Dsg_Unt_Wghtd_2023","Avg_Spnd_Per_Clm_2023","Outlier_Flag_2023","Chg_Avg_Spnd_Per_Dsg_Unt_22_23","CAGR_Avg_Spnd_Per_Dsg_Unt_19_23"
"Citalopram HBr","Citalopram Hydrobromide",1,"Cipla USA, Inc.",211256.22,1127717.5,35551,0.18742222,5.9423425501,0,236174.76,1292685,38746,0.1830815228,6.0954617251,0,1167450.47,5990256,172124,0.1948417309,6.7826129418,0,1560327.27,7674598,214782,0.203320293,7.2647022097,0,1586060.14,7096452.2,200978,0.2234617969,7.8917102369,0,0.09906293,0.0449501009
"Citalopram HBr","Citalopram Hydrobromide",1,"Caraco/Sun Phar",17637.12,99585,3223,0.1771234804,5.4722680732,0,14129.41,86730,2769,0.1628006119,5.1027121705,0,11422.27,65262,2026,0.175202205,5.6378430405,0,8639.42,45680,1428,0.1889512792,6.0500140056,0,6383.83,32299,956,0.1969300209,6.6776464435,0,0.0422264497,0.0268545868
"Citalopram HBr","Citalopram Hydrobromide",1,"Caraco Pharm",298.41,5614,186,0.0531185397,1.6043548387,1,342.19,3315,104,0.1036703319,3.2902884615,1,300.12,1891,61,0.1582420925,4.92,1,97.66,694,22,0.140108124,4.4390909091,1,49.01,328,12,0.149732906,4.0841666667,1,0.068695388,0.2957397488
"Citalopram HBr","Citalopram Hydrobromide",1,"Camber Pharmace",454658.28,1725681,7576,0.2654100125,60.012972545,0,503392.57,1960969.6,7929,0.2564423929,63.487523017,0,469747,2055019,7799,0.2284703918,60.231696371,0,564150.8,2308484.8,8294,0.244411052,68.019146371,0,483309.45,2149710.2,7685,0.2245242543,62.889973975,0,-0.081366197,-0.040960511
"Citalopram HBr","Citalopram Hydrobromide",1,"Aurobindo Pharm",1858585.82,10917795.939,332772,0.1702545559,5.5851628743,0,1488145.9,9876124,280255,0.1507089483,5.3099709193,0,1307513.86,9306357,248631,0.14053362,5.2588529186,0,1520669.97,8445386.5,208291,0.1800920693,7.3006993581,0,1383213.36,7240230.86,171031,0.1910951642,8.0875008624,0,0.0610970542,0.0292899651
"Citalopram HBr","Citalopram Hydrobromide",1,"Apotex Corp",22319.69,28697.997,1043,0.7983311884,21.399511026,0,3481.3,2706,146,1.4045870184,23.844520548,1,110.72,635,68,0.2187293764,1.6282352941,1,56.85,740,42,0.0869393843,1.3535714286,1,467.14,2159.14,69,0.2177675545,6.7701449275,1,1.504820529,-0.277309211
"Citalopram HBr","Citalopram Hydrobromide",1,"Amneal Pharmace",196932.89,918935,29398,0.2143391904,6.6988533234,0,2565.57,34299.5,1097,0.074850653,2.3387146764,0,164.79,2002,65,0.0832999607,2.5352307692,1,2734.57,13362,388,0.2057084709,7.0478608247,1,1745.29,9302,267,0.1872755245,6.5366666667,1,-0.089607133,-0.033181707
"Citalopram HBr","Citalopram Hydrobromide",1,"Almatica Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357156.16,70561,2022,5.0616652258,176.63509397,0,1144494.4,227938,6511,5.0210776615,175.77859008,0,-0.008018619,-0.008018619
"Citalopram HBr","Citalopram Hydrobromide",1,"Ahp",20429.86,598,257,37.633806873,79.493618677,1,3872.65,1908,265,2.0822281555,14.613773585,1,4739.7,580,214,10.464422202,22.148130841,1,5519.51,971.5,131,8.1092892325,42.133664122,1,61.75,59,30,0.9235167118,2.0583333333,1,-0.886116195,-0.604208328
"Clomipramine HCl","Clomipramine HCl",1,"Zydus Pharmaceu",1864195.47,460391,7791,4.0422303568,239.27550635,0,1023927.02,318022,5545,3.2245321519,184.65771326,0,134522.01,56782,1080,2.3875479881,124.55741667,0,22697.25,20841,352,1.1487008771,64.480823864,0,2671.53,4197,59,0.7049276867,45.280169492,1,-0.386326153,-0.353779282
"Clomipramine HCl","Clomipramine HCl",1,"Upsher Smith La",3801042.67,984437.2,15724,3.8652768611,241.7350973,0,2690740.59,890382.894,14244,3.0243654259,188.90343934,0,739167.9,315639.443,5250,2.359272484,140.79388571,0,101170.16,82449,1291,1.2191276942,78.365731991,0,37375.37,45887,658,0.8205275779,56.801474164,0,-0.326955181,-0.321221397
"Clomipramine HCl","Clomipramine HCl",1,"Taro Pharm USA",3486912.31,918706,15168,3.8038015402,229.88609639,0,2114391.35,739155.318,12440,2.8750031215,169.96715032,0,949953.14,430965.272,7494,2.2188822386,126.76182813,0,264844.24,197831,3546,1.3516119613,74.688166949,0,214246.76,287201,5108,0.7476354478,41.943375098,0,-0.446856443,-0.334162872
"Clomipramine HCl","Clomipramine HCl",1,"Sandoz",1113671.16,282963.996,4986,3.9346059347,223.35963899,0,134117.01,44947,909,3.0014383976,147.54346535,0,35076.94,24457,469,1.4345599673,74.790916844,0,10797.44,8751,233,1.2261790549,46.340944206,0,5869.98,8096,201,0.7289569279,29.203880597,1,-0.405505318,-0.343930035
"Clomipramine HCl","Clomipramine HCl",1,"Rising Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79858.03,43310,706,1.8448134778,113.11335694,0,146508.74,134934,2312,1.0904272014,63.36883218,0,132892.09,160331,2842,0.8228801639,46.760059817,0,-0.245359834,-0.332129801
"Clomipramine HCl","Clomipramine HCl",1,"Northstar Rx Ll",1633251.9,432134.455,6873,3.7843398469,237.63304234,0,1721422.5,576608.878,8750,3.0061411095,196.734,0,1002864.46,464392.993,7387,2.1668815617,135.76072289,0,472215.84,354666,5897,1.3272820623,80.077300322,0,303862.01,379393,6401,0.7998945407,47.471021715,0,-0.397343968,-0.32195167
"Clomipramine HCl","Clomipramine HCl",1,"Mylan",496590.06,119157,2429,4.1895750417,204.44218197,0,138134.13,46475,912,2.9692145148,151.46286184,0,67378.48,59039,1041,1.1527116773,64.724764649,0,24795.33,18405,357,1.3702930648,69.454705882,0,14867.11,18850,359,0.7856847619,41.412562674,0,-0.426630126,-0.341933794
"Clomipramine HCl","Clomipramine HCl",1,"Micro Labs USA,",NA,NA,NA,NA,NA,NA,2147.55,874,17,2.4421290341,126.32647059,1,1239691.99,577142,9592,2.1579637067,129.2422842,0,1807684.41,1141495,19329,1.589679992,93.521879559,0,1284673.23,1340303,22925,0.963480145,56.038090731,0,-0.393915662,-0.26657104
"Clomipramine HCl","Clomipramine HCl",1,"Mallinckrodt Ph",1813128.4,486581,8561,3.7325077107,211.78932368,0,641976.29,217074,3735,2.9772230171,171.88120214,0,171968.14,88230,1509,1.9585063715,113.96165673,0,48927.22,50570,886,0.9613325097,55.222595937,0,15075.57,25128,438,0.6038512482,34.419109589,0,-0.371860161,-0.365791127
"Clomipramine HCl","Clomipramine HCl",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8946.29,156,15,108.02243838,596.41933333,1,NA,0
"Clomipramine HCl","Clomipramine HCl",1,"Lupin Pharmaceu",1539641.13,422899,6613,3.6478645888,232.82037351,0,2278838.19,769816,11953,2.9731250409,190.64989459,0,1728057.08,751075,11619,2.3173029518,148.72683363,0,780774.86,401569,6121,1.9646871613,127.5567489,0,310395.76,306796,4552,1.0046664648,68.18887522,0,-0.488637945,-0.275571047
"Clomipramine HCl","Clomipramine HCl",1,"Lifestar Pharma",NA,NA,NA,NA,NA,NA,470179.69,159662,2536,2.9633997991,185.40208596,0,1441365.81,582315.8,9073,2.4983345673,158.8631996,0,687692.44,380300.084,6356,1.8103569182,108.1957898,0,515957.39,387164,6857,1.3466878929,75.245353653,0,-0.256120227,-0.231178412
"Clomipramine HCl","Clomipramine HCl",1,"Leading Pharma",NA,NA,NA,NA,NA,NA,145690.67,49020,741,2.9762046701,196.61358974,1,553910.78,234798,4079,2.3530509766,135.79572935,0,187283.79,118428,2278,1.5965616532,82.214130817,0,53730.37,55371.2,1001,0.975573824,53.676693307,0,-0.388953241,-0.310502893
"Clomipramine HCl","Clomipramine HCl",1,"Jubilant Cadist",NA,NA,NA,NA,NA,NA,519655.8,182746.702,3046,2.8454665256,170.60269206,0,351469.69,145493.339,2497,2.4160943444,140.75678414,0,89634.89,63907,1080,1.4023261063,82.995268519,0,76616.17,90167,1632,0.8510930003,46.946182598,0,-0.393084821,-0.331233496
"Clomipramine HCl","Clomipramine HCl",1,"Aurobindo Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43493.12,65482,998,0.6675852601,43.580280561,0,NA,0
"Clomipramine HCl","Clomipramine HCl",1,"Amneal Pharmace",1396618.26,375945,5928,3.7096059291,235.59687247,0,1910024.3,644177,10330,2.9708734819,184.90070668,0,1132160.12,623853.253,9404,1.8251808487,120.3913356,0,746598.83,643127,10118,1.1631088681,73.789170785,0,515105.43,652782,10455,0.7942607598,49.268812052,0,-0.3171226,-0.319765221
"Clomipramine HCl","Clomipramine HCl",1,"Alembic Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773076.07,480759,7468,1.6013003008,103.51848822,0,577849.3,702859,11108,0.8302581561,52.021002881,0,-0.481510023,-0.481510023
"Clomipramine HCl","Clomipramine HCl",1,"Ajanta Pharma L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659044.14,375262,5891,1.7649898449,111.87305042,0,774854.36,552983,9178,1.4000302443,84.425186315,0,303073.37,330664,5651,0.9144021409,53.631812069,0,-0.346869723,-0.280223751
"Clonazepam","Clonazepam",1,"Teva USA",2754846.28,11810587.117,214820,0.2528238569,12.823974863,0,7993068.66,57030733.747,1006316,0.1443514242,7.9429012954,0,8283612.24,64169546.035,1165711,0.12991455,7.1060599411,0,12400827.96,89631316.912,1646597,0.1388108786,7.5311858093,0,21036740.93,139938906.81,2589575,0.151185597,8.1236268229,0,0.0891480446,-0.120627071
"Clonazepam","Clonazepam",1,"Sun Pharmaceuti",662393.33,861388,16387,0.7783947546,40.421878928,0,571930.91,722796.5,14652,0.802349083,39.034323642,0,1053081.29,1345577.5,27590,0.8031322845,38.168948532,0,1936581.6,2421384.75,49590,0.8160022339,39.051857229,0,1092368.7,1463036.25,33015,0.7608613579,33.087042254,0,-0.067574418,-0.005679469
"Clonazepam","Clonazepam",1,"Solco Healthcar",7155719.05,53252925.65,959065,0.134875911,7.4611408507,0,6658112.45,44823893.068,816740,0.1497181644,8.1520587335,0,6181552.09,41028686.734,750065,0.1520372095,8.2413552025,0,3993850.49,27223433.759,502034,0.1469686076,7.9553386623,0,5791644,36646628.977,684616,0.1582554989,8.4596971149,0,0.076797974,0.0407732095
"Clonazepam","Clonazepam",1,"Sandoz",224827.93,1931333.188,30674,0.1174099228,7.3295928148,0,47469.99,412870.171,6802,0.1141191797,6.9788282858,0,3317,35546.25,696,0.0938833036,4.7658045977,1,576.93,4725,86,0.1218711037,6.7084883721,1,151.76,1605,24,0.0940507937,6.3233333333,1,-0.228276508,-0.053949291
"Clonazepam","Clonazepam",1,"Qualitest/Par P",7089.97,49985.274,771,0.1418698956,9.1958106355,1,380.05,1971.028,45,0.192533426,8.4455555556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.33,3999.003,54,0.0918739316,6.8024074074,1,NA,-0.102931694
"Clonazepam","Clonazepam",1,"Par Pharm.",2220851.08,2881237.08,59483,0.781497353,37.335895634,0,3155346.26,4204984.986,84257,0.7624829485,37.449069632,0,3759173.78,4851290.269,101794,0.7890069774,36.929227459,0,2484182.32,3266864.031,75089,0.7730486531,33.083172236,0,2130980.05,2870444.055,66518,0.751362593,32.036141345,0,-0.028052646,-0.009782689
"Clonazepam","Clonazepam",1,"Mylan Instituti",224855.18,86673.2,2533,3.9408134056,88.770303987,1,160298.89,5710.5,433,36.030261945,370.20528868,1,225644.8,381,142,557.99722001,1589.0478873,1,797.99,62.25,44,11.655615224,18.136136364,1,8456.5,252,13,493.51832051,650.5,1,41.341679184,2.3452559503
"Clonazepam","Clonazepam",1,"Mylan",167203.42,996616.552,17966,0.1685845397,9.306658132,0,62335,165513.088,2963,0.3960607571,21.037799528,0,18273.35,10379,166,7.442468124,110.08042169,1,3494.67,1652,34,4.9591138318,102.78441176,1,3088.5,18748.5,304,0.1714144587,10.159539474,1,-0.965434458,0.0041704261
"Clonazepam","Clonazepam",1,"Mckesson Packag",157697.14,12504.5,777,16.271792924,202.95642214,1,151850.3,4847.5,551,31.431467031,275.59038113,1,32875.33,394.25,142,77.764846268,231.51640845,1,31212.16,93.5,55,319.91156364,567.49381818,1,3301.9,33.75,24,90.921884058,137.57916667,1,-0.715790567,0.5374756788
"Clonazepam","Clonazepam",1,"Major Pharmaceu",126818.63,7807.35,347,15.9967054,365.4715562,1,121320.86,546.5,105,854.48455026,1155.4367619,1,177747.59,288,63,2688.715006,2821.3903175,1,NA,NA,NA,NA,NA,NA,195834.33,279803,5862,0.7205762216,33.407425793,0,NA,-0.539306224
"Clonazepam","Clonazepam",1,"Caraco/Sun Phar",2387.24,18858,318,0.1302729395,7.5070440252,1,1424.02,5152,98,0.2926991687,14.530816327,1,826.55,2920.856,59,0.2849406543,14.009322034,1,283.79,1192,28,0.3881723058,10.135357143,1,1072.86,5857,86,0.1839843332,12.475116279,1,-0.526024061,0.0901384496
"Clonazepam","Clonazepam",1,"Avpak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745.21,4826.75,97,0.3686575976,17.99185567,1,NA,0
"Clonazepam","Clonazepam",1,"Aurobindo Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339494.93,2051444.25,37507,0.1662367155,9.0515085184,0,NA,0
"Clonazepam","Clonazepam",1,"Alembic Pharmac",976.46,1306,26,0.8380829832,37.556153846,1,24817.66,29174,548,0.8689028338,45.28770073,0,73170.56,92955,1858,0.7957920124,39.381356297,0,497799.64,634674,13825,0.7876357063,36.007207233,0,1224530.22,1767257,38559,0.6993938125,31.75731269,0,-0.112033892,-0.044218344
"Clonazepam","Clonazepam",1,"Ahp",NA,NA,NA,NA,NA,NA,78974.69,213,107,381.80637816,738.08121495,1,713226.51,5553.5,1401,135.02363558,509.0838758,1,1890916.44,17013.75,3495,134.68610044,541.03474678,0,998274.75,130077.4,5512,8.3701028614,181.10935232,1,-0.937854739,-0.72012601
"Clonazepam","Clonazepam",1,"Advagen Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483006.62,17300979.759,320413,0.1437601598,7.7493941257,0,NA,0
"Clonazepam","Clonazepam",1,"Actavis/Teva",6247238.5,45134642.355,813871,0.1384729918,7.6759566319,0,503928.62,2801229.579,52401,0.1830128865,9.6167748707,0,116210.97,471187.884,8711,0.2468892743,13.340715188,0,13840.95,74225.2,1367,0.1903886167,10.125054865,0,2348.14,17002.8,310,0.133862618,7.5746451613,1,-0.296897996,-0.008429587
"Clonazepam","Clonazepam",1,"Accord Healthca",14014537.53,105939338.3,1917751,0.132371555,7.3077983169,0,15344191.18,115900818.8,2111380,0.1324244633,7.2673754511,0,15040524.37,114310141.83,2083995,0.1315561983,7.2171595277,0,12676660.05,94821534.028,1747881,0.1336397196,7.2525875903,0,2748013.08,17275473.849,331164,0.1595081397,8.2980429032,0,0.1935683502,0.0477243679
"Clonidine","Clonidine",1,"Trupharma, LLC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4357.63,308,65,14.445900503,67.040461538,1,NA,0
"Clonidine","Clonidine",1,"Teva/Mayne Phar",21968.91,138,43,144.58077161,510.90488372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10295.9,259,56,38.240005613,183.85535714,1,NA,-0.282863459
"Clonidine","Clonidine",1,"Mylan",2611017.98,139901.462,31968,18.571781555,81.675987863,0,2186638.63,138312.601,31007,15.704238643,70.520805947,0,2539129.48,157351.256,34617,16.022023804,73.349206459,0,2598084.78,167727.144,36060,15.425262155,72.0489401,0,2116617.23,159412.29,35469,13.228549373,59.675131241,0,-0.142410078,-0.081319149
"Clonidine","Clonidine",1,"Mayne Pharma In",1905219.49,110871.062,23875,17.116249006,79.799769215,0,1736161.72,116849.2,24063,14.805347558,72.150676142,0,1688675.09,110748,22006,15.169533851,76.737030355,0,1086879.48,68691,14544,15.594373018,74.730437294,0,2474166.14,183211.713,38503,13.418312008,64.259048386,0,-0.139541423,-0.059037486
"Clonidine","Clonidine",1,"Actavis/Teva",1660838.54,91744.176,20322,17.977644849,81.726136207,0,2298661.5,145668.772,31276,15.65222996,73.496019312,0,2904726.42,183833,39164,15.718721909,74.1682775,0,4110541.87,270399.4,55333,15.120227673,74.287348779,0,3723690.56,272894.771,55418,13.549925397,67.192799451,0,-0.103854407,-0.068246513
"Clonidine HCl","Clonidine HCl",1,"Unichem Pharmac",15984372.75,127790875.72,2570953,0.1254312927,6.2172948125,0,13520048.3,107447118.79,2090623,0.1261462381,6.4669949101,0,11327772.76,97202556.01,1875000,0.1170827183,6.0414788053,0,10008104.46,89391897.944,1695640,0.1124981952,5.902257826,0,10590903.75,82536541.211,1546254,0.12862933,6.8493945691,0,0.1433901651,0.0063140293
"Clonidine HCl","Clonidine HCl",1,"Solco Healthcar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691068.33,6314169,108080,0.1099944533,6.3940445041,0,NA,0
"Clonidine HCl","Clonidine HCl",1,"Qualitest/Par P",17300.36,11264,259,1.6967062463,66.796756757,1,18728.7,6729,135,2.9468072059,138.73111111,1,57086.7,170,20,2425.751075,2854.335,1,NA,NA,NA,NA,NA,NA,3076.09,16550,351,0.1886874343,8.7637891738,1,NA,-0.422523813
"Clonidine HCl","Clonidine HCl",1,"Northstar Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.64,690,21,0.2520287555,7.7923809524,1,NA,0
"Clonidine HCl","Clonidine HCl",1,"Trupharma, LLC.",3079655.78,25772459.943,501290,0.1203068761,6.1434614295,0,4756687.01,38821044.925,750220,0.1229341389,6.3403894991,0,5266023.85,41858762.89,805002,0.1261687214,6.5416282817,0,4849982.15,41260747.042,786180,0.1177978483,6.1690479916,0,5998218.56,44096623.085,826241,0.136104293,7.2596476815,0,0.155405595,0.0313245204
"Clonidine HCl","Clonidine HCl",1,"Mylan Instituti",1183319.29,96235.926,8471,13.013282027,139.69062566,1,1136160.05,49065.653,4856,23.167980749,233.97035626,1,674315.08,3439.9,1481,200.48584058,455.31065496,1,23468.85,414,267,59.033524676,87.898314607,1,27400.75,3059,195,9.8935777975,140.51666667,1,-0.832407469,-0.066226311
"Clonidine HCl","Clonidine HCl",1,"Mylan",376541.21,2593996.732,51716,0.1456271901,7.2809422616,0,97371.36,560854.332,11535,0.176133146,8.4413836151,0,3831.52,35981.845,807,0.1072837912,4.7478562577,0,9157.88,7747,159,1.4778568532,57.59672956,1,66413.86,24960,589,2.6929526045,112.75697793,1,0.8222012495,1.0737030193
"Clonidine HCl","Clonidine HCl",1,"Mutual Pharm Co",44043.35,339221.687,6548,0.1406287349,6.726229383,0,31022.98,273173.895,4568,0.1217381561,6.7913704028,0,27062.23,320681.538,3842,0.1176498092,7.0437870901,0,23967.09,333402.534,3340,0.1127313979,7.1757754491,0,23097.89,251029.097,3261,0.1252931879,7.0830696105,0,0.1114311561,-0.028454046
"Clonidine HCl","Clonidine HCl",1,"Method Pharmace",NA,NA,NA,NA,NA,NA,22441.94,210387,4159,0.1078254153,5.3959942294,0,410973.99,3110526.065,63333,0.1330959818,6.4890971531,0,523299.39,4393376.688,85890,0.1196219615,6.0926695774,0,675477.13,4802350.452,91684,0.1409427952,7.3674483007,0,0.1782351119,0.0933870191
"Clonidine HCl","Clonidine HCl",1,"Mckesson Packag",31530.93,10595.802,1193,2.9757945647,26.429949707,1,198950.32,9117.7,1796,21.820230979,110.77412027,1,22087.13,1640.3,645,13.465299031,34.243612403,1,901.87,763,218,1.1820052425,4.1370183486,1,357.96,48,28,7.4575,12.784285714,1,5.3091936754,0.2581939106
"Clonidine HCl","Clonidine HCl",1,"Major Pharmaceu",972327.82,85682.76,8065,12.868609761,120.561416,1,303358.15,20688.47,2648,13.951167106,114.56123489,1,135453.73,3791.564,570,39.676571579,237.63812281,1,686.13,231.04,124,3.7858716282,5.5333064516,1,1.72,50,34,0.0350226244,0.0505882353,1,-0.990749125,-0.771595706
"Clonidine HCl","Clonidine HCl",1,"Bluepoint Labor",2134039.2,15234089.678,312107,0.1404273374,6.8375243106,0,2650006.08,16827168.751,344539,0.1577359332,7.6914546104,0,2681748.2,17831691.11,359624,0.1506359442,7.4570890708,0,2919261.56,18537117.269,381410,0.1577556923,7.6538673868,0,3352588.31,19563996.837,405870,0.1719639546,8.260251583,0,0.0900649742,0.0519532523
"Clonidine HCl","Clonidine HCl",1,"Avpak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055.99,534,38,4.079769256,27.789210526,1,NA,0
"Clonidine HCl","Clonidine HCl",1,"Aurobindo Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866452.04,6446608.029,120230,0.1345239408,7.2066209765,0,NA,0
"Clonidine HCl","Clonidine HCl",1,"Alembic Pharmac",894694.83,6976413.987,139588,0.1286847607,6.4095397169,0,798662.02,6119739.404,119457,0.1306907923,6.6857699423,0,1176944.42,9583244.605,190598,0.1228918321,6.1750092866,0,2913480.88,19914832.986,404403,0.1463139628,7.2043997695,0,4165909.04,24607390.543,491168,0.1693184867,8.4816377288,0,0.1572271263,0.0710119456
"Clonidine HCl","Clonidine HCl",1,"Ahp",30543.98,351,199,87.984870288,153.48733668,1,292412.59,1107.75,696,263.78899548,420.13303161,1,2375669.16,16021.25,5609,148.3443898,423.54593689,0,2995442.13,25573.55,8544,116.94460436,350.59013694,1,1815470.35,31373.65,9042,58.092506381,200.78194537,1,-0.503247656,-0.098578258
"Clonidine HCl","Clonidine HCl",1,"Actavis/Teva",9933348.83,79563263.764,1624707,0.1250390199,6.1139324383,0,13159365.48,100568934.14,1999112,0.1310190792,6.5826054168,0,14262126.51,110253340.33,2137378,0.1294196061,6.6727207401,0,13236176.74,106922546.95,2046068,0.1239087058,6.4690795907,0,13432433.95,91571011.818,1768881,0.1467083231,7.5937465268,0,0.1840033529,0.0407640875
"Clonidine HCl","Clonidine HCl/PF",1,"X-Gen Pharmaceu",162709.42,13943.08,1547,11.638983732,105.17738849,1,284599.88,18297.64,1558,17.28413168,182.67001284,1,305971.08,19530.16,1901,15.72017178,160.95269858,1,362083.49,24324.96,2410,14.88522077,150.24211203,1,723703.98,31168.66,2827,23.22108411,255.99716307,1,0.5600093857,0.1884799449
"Clonidine HCl","Clonidine HCl/PF",1,"West-Ward/Hikma",14334.53,2411.9,267,5.6202799988,53.687378277,1,37046.39,4829,423,7.2136131683,87.580118203,1,121741.15,8275.602,773,14.184711385,157.49178525,1,159502.25,6347.7,759,22.605328979,210.14789196,1,291312.9,6120.921,829,35.081975289,351.40277443,1,0.5519338525,0.580634735
"Clonidine HCl","Clonidine HCl/PF",1,"Amer. Regent",14566.29,10769,133,1.3884226343,109.52097744,1,137064.45,344,38,398.4431686,3606.9592105,1,169711.82,342,36,496.23339181,4714.2172222,1,115898.25,156,18,644.96316667,6438.7916667,1,121297.22,141,15,860.26397163,8086.4813333,1,0.3338187607,3.9891609266
"Clonidine HCl ER","Clonidine HCl",1,"Par Pharm.",522985.82,260001,3925,2.0114761866,133.2447949,0,188952.9,162046,2444,1.1660448268,77.31297054,0,168602.8,175012,2710,0.9633785112,62.215055351,0,136998.17,174577,2688,0.7847435229,50.966581101,0,89056.28,73835,1162,1.2061526376,76.640516351,0,0.5370023484,-0.120021941
"Clonidine HCl ER","Clonidine HCl",1,"Palmetto Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404004.95,26701,695,15.130704843,581.30208633,0,NA,0
"Clonidine HCl ER","Clonidine HCl",1,"Mayne Pharma In",156691.63,78758,1087,1.9895328729,144.15053358,0,6165.5,5046,72,1.2218588981,85.631944444,1,2231.79,1434,26,1.5563389121,85.838076923,1,NA,NA,NA,NA,NA,NA,291.42,540,15,0.5396666667,19.428,1,NA,-0.278321747
"Clonidine HCl ER","Clonidine HCl",1,"Solco Healthcar",963859.64,503425,7677,1.9146042409,125.55160089,0,1356804.19,1057387,16543,1.2831670807,82.016816176,0,1522368.63,1431483,22232,1.0634905409,68.476458708,0,2204062.87,2522156,39221,0.8738804697,56.195988629,0,2029910.94,2709274,43394,0.7492453476,46.778608563,0,-0.14262262,-0.209073258
"Clonidine HCl ER","Clonidine HCl",1,"Lupin Pharmaceu",9033546.4,4427504,67489,2.0403248422,133.85212998,0,5057347.21,3612377,54475,1.4000053732,92.837947866,0,4625308.63,3735047,55747,1.2383535281,82.969641954,0,1277858.25,1247614,19331,1.0242416725,66.10409446,0,138337.07,211015,3504,0.655579319,39.47975742,0,-0.359936881,-0.247110081
